CURRENT DATASET: car
DATA TYPE: classification


FULL DATASET: 
['vhigh', 'vhigh', 2.0, 2.0, 'small', 'low', 'unacc']
['med', 'low', 5.0, 2.0, 'big', 'med', 'good']
['med', 'high', 5.0, 2.0, 'med', 'med', 'unacc']
['low', 'vhigh', 2.0, 2.0, 'big', 'high', 'unacc']
['low', 'high', 5.0, 2.0, 'med', 'high', 'unacc']
['high', 'low', 5.0, 5.0, 'big', 'low', 'unacc']
['low', 'high', 5.0, 5.0, 'med', 'high', 'unacc']
['med', 'vhigh', 5.0, 4.0, 'med', 'med', 'unacc']
['low', 'low', 4.0, 2.0, 'big', 'low', 'unacc']
['low', 'vhigh', 3.0, 4.0, 'med', 'high', 'unacc']
['med', 'high', 4.0, 4.0, 'big', 'med', 'unacc']
['vhigh', 'vhigh', 3.0, 5.0, 'small', 'med', 'unacc']
['med', 'med', 2.0, 2.0, 'small', 'high', 'unacc']
['high', 'low', 3.0, 2.0, 'big', 'med', 'unacc']
['low', 'vhigh', 4.0, 2.0, 'big', 'med', 'unacc']
['med', 'med', 3.0, 5.0, 'big', 'high', 'vgood']
['high', 'vhigh', 3.0, 5.0, 'big', 'high', 'unacc']
['high', 'high', 5.0, 4.0, 'med', 'low', 'unacc']
['med', 'vhigh', 2.0, 5.0, 'big', 'low', 'unacc']
['med', 'low', 4.0, 2.0, 'med', 'low', 'unacc']
['med', 'med', 4.0, 5.0, 'med', 'high', 'acc']
['low', 'high', 4.0, 2.0, 'small', 'low', 'unacc']
['vhigh', 'vhigh', 2.0, 5.0, 'big', 'med', 'unacc']
['high', 'low', 2.0, 2.0, 'med', 'high', 'unacc']
['med', 'high', 3.0, 4.0, 'big', 'med', 'unacc']
['med', 'med', 2.0, 2.0, 'med', 'low', 'unacc']
['high', 'vhigh', 5.0, 4.0, 'small', 'med', 'unacc']
['med', 'high', 5.0, 2.0, 'med', 'med', 'unacc']
['med', 'high', 5.0, 4.0, 'small', 'high', 'acc']
['vhigh', 'low', 5.0, 2.0, 'med', 'med', 'unacc']
['high', 'vhigh', 3.0, 4.0, 'med', 'med', 'unacc']
['high', 'high', 5.0, 5.0, 'small', 'med', 'acc']
['med', 'high', 4.0, 2.0, 'big', 'high', 'unacc']
['med', 'med', 4.0, 2.0, 'small', 'med', 'unacc']
['med', 'vhigh', 5.0, 5.0, 'small', 'low', 'unacc']
['high', 'vhigh', 2.0, 2.0, 'big', 'med', 'unacc']
['vhigh', 'vhigh', 4.0, 4.0, 'big', 'low', 'unacc']
['vhigh', 'vhigh', 2.0, 5.0, 'med', 'high', 'unacc']
['med', 'vhigh', 5.0, 2.0, 'small', 'low', 'acc']
['vhigh', 'vhigh', 5.0, 5.0, 'med', 'low', 'unacc']
['high', 'vhigh', 4.0, 5.0, 'med', 'low', 'unacc']
['high', 'med', 4.0, 5.0, 'med', 'low', 'unacc']
['high', 'high', 5.0, 2.0, 'big', 'low', 'unacc']
['med', 'vhigh', 4.0, 4.0, 'med', 'med', 'unacc']
['low', 'high', 2.0, 2.0, 'small', 'low', 'unacc']
['med', 'low', 5.0, 2.0, 'small', 'med', 'unacc']
['med', 'low', 5.0, 5.0, 'med', 'high', 'good']
['med', 'high', 2.0, 2.0, 'small', 'high', 'unacc']
['med', 'vhigh', 2.0, 2.0, 'med', 'med', 'acc']
['low', 'vhigh', 2.0, 5.0, 'big', 'low', 'unacc']
['med', 'low', 5.0, 5.0, 'small', 'med', 'good']
['vhigh', 'high', 2.0, 4.0, 'small', 'high', 'unacc']
['high', 'vhigh', 2.0, 5.0, 'big', 'low', 'unacc']
['low', 'vhigh', 3.0, 5.0, 'small', 'med', 'unacc']
['med', 'med', 3.0, 5.0, 'small', 'low', 'unacc']
['high', 'low', 5.0, 2.0, 'med', 'high', 'unacc']
['med', 'med', 3.0, 5.0, 'big', 'low', 'unacc']
['med', 'med', 3.0, 4.0, 'med', 'low', 'unacc']
['low', 'high', 5.0, 2.0, 'small', 'low', 'unacc']
['vhigh', 'high', 2.0, 4.0, 'small', 'high', 'unacc']
['med', 'med', 5.0, 2.0, 'med', 'high', 'unacc']
['med', 'high', 4.0, 5.0, 'small', 'high', 'acc']
['med', 'vhigh', 3.0, 2.0, 'small', 'med', 'unacc']
['vhigh', 'vhigh', 4.0, 2.0, 'small', 'high', 'unacc']
['med', 'low', 4.0, 5.0, 'med', 'low', 'unacc']
['med', 'vhigh', 3.0, 4.0, 'med', 'low', 'unacc']
['med', 'high', 2.0, 2.0, 'med', 'low', 'unacc']
['high', 'med', 4.0, 5.0, 'small', 'med', 'acc']
['med', 'vhigh', 2.0, 2.0, 'med', 'high', 'unacc']
['med', 'vhigh', 4.0, 5.0, 'small', 'high', 'acc']
['med', 'med', 3.0, 2.0, 'big', 'low', 'unacc']
['low', 'med', 2.0, 4.0, 'small', 'low', 'unacc']
['low', 'med', 2.0, 2.0, 'big', 'high', 'unacc']
['med', 'high', 3.0, 2.0, 'med', 'med', 'unacc']
['high', 'med', 5.0, 4.0, 'big', 'low', 'unacc']
['low', 'vhigh', 5.0, 5.0, 'big', 'low', 'unacc']
['high', 'high', 2.0, 2.0, 'big', 'low', 'unacc']
['high', 'med', 4.0, 2.0, 'small', 'high', 'unacc']
['med', 'med', 2.0, 4.0, 'small', 'high', 'good']
['med', 'vhigh', 2.0, 5.0, 'med', 'med', 'unacc']
['low', 'vhigh', 2.0, 4.0, 'small', 'low', 'unacc']
['med', 'high', 4.0, 2.0, 'med', 'low', 'unacc']
['vhigh', 'vhigh', 3.0, 5.0, 'big', 'med', 'acc']
['high', 'low', 2.0, 2.0, 'med', 'med', 'unacc']
['high', 'med', 4.0, 2.0, 'med', 'med', 'unacc']
['vhigh', 'high', 3.0, 5.0, 'med', 'med', 'unacc']
['vhigh', 'vhigh', 2.0, 4.0, 'big', 'low', 'unacc']
['low', 'high', 4.0, 2.0, 'small', 'high', 'unacc']
['high', 'vhigh', 5.0, 4.0, 'med', 'low', 'unacc']
['med', 'high', 4.0, 5.0, 'med', 'low', 'unacc']
['med', 'high', 2.0, 4.0, 'small', 'low', 'unacc']
['high', 'med', 3.0, 2.0, 'big', 'low', 'unacc']
['med', 'low', 4.0, 5.0, 'med', 'low', 'unacc']
['vhigh', 'low', 5.0, 5.0, 'small', 'low', 'acc']
['med', 'low', 4.0, 2.0, 'small', 'high', 'unacc']
['high', 'high', 5.0, 2.0, 'small', 'med', 'unacc']
['vhigh', 'high', 2.0, 4.0, 'small', 'high', 'unacc']
['low', 'vhigh', 4.0, 4.0, 'small', 'med', 'acc']
['high', 'low', 4.0, 5.0, 'big', 'high', 'acc']
['med', 'med', 2.0, 5.0, 'big', 'high', 'acc']
['high', 'vhigh', 3.0, 2.0, 'small', 'med', 'unacc']
['med', 'vhigh', 4.0, 4.0, 'med', 'med', 'acc']
['high', 'med', 3.0, 5.0, 'med', 'med', 'acc']
['med', 'vhigh', 5.0, 5.0, 'big', 'med', 'acc']
['vhigh', 'low', 5.0, 2.0, 'small', 'med', 'unacc']
['high', 'med', 5.0, 2.0, 'big', 'high', 'unacc']
['vhigh', 'vhigh', 2.0, 5.0, 'big', 'med', 'unacc']
['vhigh', 'vhigh', 5.0, 5.0, 'big', 'high', 'unacc']
['high', 'med', 3.0, 2.0, 'med', 'low', 'unacc']
['med', 'vhigh', 5.0, 4.0, 'med', 'low', 'unacc']
['vhigh', 'high', 2.0, 4.0, 'med', 'high', 'unacc']
['high', 'med', 5.0, 2.0, 'med', 'high', 'unacc']
['med', 'vhigh', 4.0, 4.0, 'big', 'high', 'acc']
['med', 'low', 4.0, 5.0, 'med', 'high', 'vgood']
['high', 'low', 4.0, 2.0, 'small', 'high', 'unacc']
['med', 'high', 4.0, 5.0, 'med', 'high', 'acc']
['med', 'low', 2.0, 2.0, 'small', 'med', 'unacc']
['vhigh', 'low', 2.0, 5.0, 'small', 'high', 'unacc']
['med', 'high', 3.0, 4.0, 'big', 'low', 'unacc']
['high', 'med', 5.0, 2.0, 'med', 'low', 'unacc']
['high', 'vhigh', 3.0, 2.0, 'med', 'med', 'unacc']
['low', 'high', 3.0, 5.0, 'small', 'high', 'acc']
['vhigh', 'low', 5.0, 2.0, 'small', 'med', 'unacc']
['high', 'vhigh', 3.0, 5.0, 'small', 'low', 'unacc']
['high', 'low', 4.0, 4.0, 'med', 'low', 'acc']
['med', 'vhigh', 3.0, 4.0, 'med', 'high', 'acc']
['med', 'high', 3.0, 4.0, 'med', 'med', 'unacc']
['med', 'low', 2.0, 2.0, 'big', 'low', 'unacc']
['low', 'high', 3.0, 4.0, 'big', 'high', 'unacc']
['med', 'high', 4.0, 4.0, 'big', 'high', 'acc']
['med', 'vhigh', 5.0, 4.0, 'big', 'med', 'unacc']
['med', 'vhigh', 3.0, 5.0, 'med', 'high', 'unacc']
['med', 'med', 4.0, 4.0, 'small', 'med', 'acc']
['vhigh', 'high', 2.0, 4.0, 'small', 'high', 'unacc']
['vhigh', 'vhigh', 4.0, 5.0, 'small', 'low', 'unacc']
['med', 'vhigh', 4.0, 5.0, 'big', 'med', 'acc']
['high', 'med', 3.0, 5.0, 'small', 'med', 'acc']
['vhigh', 'vhigh', 2.0, 2.0, 'big', 'high', 'unacc']
['high', 'low', 2.0, 4.0, 'med', 'med', 'unacc']
['vhigh', 'low', 4.0, 2.0, 'small', 'med', 'unacc']
['med', 'low', 4.0, 5.0, 'med', 'low', 'good']
['high', 'high', 3.0, 2.0, 'small', 'med', 'unacc']
['high', 'low', 2.0, 2.0, 'med', 'med', 'unacc']
['low', 'vhigh', 5.0, 2.0, 'big', 'low', 'unacc']
['high', 'high', 3.0, 2.0, 'med', 'low', 'unacc']
['high', 'vhigh', 5.0, 4.0, 'small', 'low', 'acc']
['med', 'med', 5.0, 5.0, 'med', 'low', 'vgood']
['vhigh', 'high', 3.0, 2.0, 'med', 'high', 'unacc']
['med', 'med', 3.0, 2.0, 'big', 'low', 'unacc']
['vhigh', 'vhigh', 4.0, 2.0, 'small', 'high', 'unacc']
['low', 'high', 3.0, 2.0, 'small', 'high', 'unacc']
['vhigh', 'vhigh', 2.0, 2.0, 'big', 'med', 'unacc']
['high', 'high', 2.0, 5.0, 'med', 'high', 'unacc']
['vhigh', 'vhigh', 5.0, 5.0, 'big', 'low', 'unacc']
['high', 'high', 4.0, 5.0, 'med', 'high', 'vgood']
['vhigh', 'high', 2.0, 2.0, 'small', 'high', 'unacc']
['med', 'vhigh', 5.0, 2.0, 'big', 'med', 'unacc']
['low', 'med', 3.0, 2.0, 'med', 'med', 'acc']
['med', 'low', 4.0, 2.0, 'big', 'low', 'unacc']
['low', 'med', 3.0, 2.0, 'med', 'high', 'unacc']
['vhigh', 'med', 2.0, 2.0, 'small', 'low', 'unacc']
['med', 'vhigh', 2.0, 5.0, 'med', 'high', 'unacc']
['med', 'low', 2.0, 5.0, 'big', 'med', 'vgood']
['high', 'med', 4.0, 5.0, 'big', 'high', 'acc']
['med', 'med', 2.0, 5.0, 'big', 'high', 'acc']
['low', 'vhigh', 3.0, 2.0, 'big', 'med', 'unacc']
['low', 'high', 3.0, 2.0, 'big', 'med', 'unacc']
['med', 'high', 2.0, 4.0, 'big', 'low', 'acc']
['low', 'vhigh', 5.0, 5.0, 'small', 'med', 'acc']
['high', 'high', 4.0, 2.0, 'med', 'high', 'unacc']
['high', 'vhigh', 5.0, 5.0, 'small', 'med', 'unacc']
['vhigh', 'low', 3.0, 2.0, 'med', 'low', 'unacc']
['high', 'high', 3.0, 4.0, 'big', 'low', 'acc']
['med', 'vhigh', 4.0, 4.0, 'med', 'med', 'acc']
['vhigh', 'high', 3.0, 4.0, 'big', 'high', 'acc']
['low', 'vhigh', 4.0, 5.0, 'small', 'high', 'unacc']
['high', 'low', 2.0, 5.0, 'med', 'low', 'unacc']
['high', 'high', 3.0, 5.0, 'big', 'low', 'acc']
['high', 'med', 2.0, 2.0, 'med', 'high', 'unacc']
['vhigh', 'low', 4.0, 4.0, 'big', 'high', 'unacc']
['med', 'med', 3.0, 4.0, 'med', 'low', 'vgood']
['high', 'low', 5.0, 4.0, 'med', 'high', 'acc']
['high', 'high', 2.0, 2.0, 'med', 'med', 'unacc']
['vhigh', 'low', 5.0, 2.0, 'big', 'high', 'acc']
['vhigh', 'vhigh', 5.0, 5.0, 'small', 'med', 'unacc']
['med', 'vhigh', 4.0, 4.0, 'med', 'high', 'unacc']
['low', 'high', 2.0, 2.0, 'small', 'med', 'unacc']
['med', 'high', 5.0, 5.0, 'med', 'med', 'acc']
['med', 'high', 5.0, 4.0, 'small', 'med', 'unacc']
['med', 'vhigh', 4.0, 5.0, 'small', 'low', 'unacc']
['low', 'vhigh', 2.0, 4.0, 'small', 'low', 'unacc']
['low', 'high', 3.0, 5.0, 'med', 'low', 'unacc']
['high', 'low', 5.0, 5.0, 'small', 'low', 'unacc']
['vhigh', 'vhigh', 4.0, 5.0, 'med', 'low', 'unacc']
['low', 'vhigh', 4.0, 2.0, 'small', 'med', 'unacc']
['high', 'med', 3.0, 2.0, 'big', 'low', 'unacc']
['med', 'high', 4.0, 4.0, 'big', 'low', 'unacc']
['vhigh', 'high', 3.0, 5.0, 'med', 'high', 'unacc']
['low', 'high', 2.0, 5.0, 'small', 'low', 'unacc']
['med', 'high', 3.0, 2.0, 'small', 'med', 'acc']
['high', 'vhigh', 2.0, 2.0, 'med', 'high', 'unacc']
['high', 'med', 3.0, 5.0, 'big', 'high', 'acc']
['med', 'low', 3.0, 4.0, 'big', 'med', 'good']
['vhigh', 'vhigh', 2.0, 2.0, 'big', 'med', 'unacc']
['low', 'high', 2.0, 4.0, 'med', 'low', 'acc']
['med', 'high', 3.0, 2.0, 'med', 'med', 'unacc']
['high', 'med', 5.0, 4.0, 'big', 'med', 'acc']
['high', 'high', 4.0, 4.0, 'small', 'med', 'acc']
['med', 'med', 2.0, 2.0, 'small', 'high', 'unacc']
['high', 'vhigh', 2.0, 5.0, 'small', 'high', 'unacc']
['med', 'vhigh', 2.0, 4.0, 'small', 'high', 'unacc']
['med', 'med', 4.0, 5.0, 'big', 'med', 'vgood']
['low', 'vhigh', 2.0, 4.0, 'big', 'high', 'acc']
['med', 'low', 5.0, 4.0, 'med', 'high', 'vgood']
['med', 'med', 2.0, 4.0, 'med', 'high', 'unacc']
['low', 'high', 3.0, 5.0, 'big', 'low', 'acc']
['med', 'med', 3.0, 5.0, 'small', 'med', 'unacc']
['med', 'vhigh', 3.0, 5.0, 'med', 'low', 'acc']
['med', 'high', 3.0, 2.0, 'small', 'high', 'unacc']
['high', 'med', 2.0, 2.0, 'small', 'med', 'unacc']
['vhigh', 'vhigh', 2.0, 5.0, 'big', 'low', 'acc']
['high', 'vhigh', 5.0, 4.0, 'small', 'low', 'acc']
['vhigh', 'low', 4.0, 5.0, 'small', 'med', 'unacc']
['low', 'high', 4.0, 5.0, 'small', 'med', 'unacc']
['vhigh', 'high', 3.0, 5.0, 'med', 'med', 'acc']
['high', 'vhigh', 4.0, 2.0, 'small', 'low', 'unacc']
['vhigh', 'vhigh', 3.0, 4.0, 'med', 'med', 'unacc']
['low', 'high', 4.0, 4.0, 'small', 'low', 'unacc']
['med', 'med', 3.0, 5.0, 'med', 'high', 'unacc']
['med', 'med', 5.0, 2.0, 'small', 'high', 'vgood']
['vhigh', 'vhigh', 3.0, 4.0, 'small', 'med', 'unacc']
['med', 'low', 5.0, 5.0, 'small', 'med', 'unacc']
['low', 'high', 5.0, 2.0, 'big', 'low', 'acc']
['high', 'low', 3.0, 5.0, 'med', 'low', 'unacc']
['low', 'vhigh', 4.0, 4.0, 'med', 'med', 'unacc']
['med', 'low', 2.0, 2.0, 'big', 'low', 'acc']
['med', 'med', 3.0, 5.0, 'med', 'med', 'unacc']
['med', 'vhigh', 2.0, 2.0, 'big', 'med', 'acc']
['high', 'med', 4.0, 4.0, 'big', 'low', 'unacc']
['high', 'low', 3.0, 5.0, 'small', 'low', 'unacc']
['low', 'med', 2.0, 2.0, 'small', 'low', 'unacc']
['vhigh', 'high', 5.0, 4.0, 'small', 'high', 'unacc']
['med', 'med', 4.0, 5.0, 'big', 'low', 'unacc']
['low', 'vhigh', 3.0, 4.0, 'big', 'low', 'unacc']
['high', 'high', 2.0, 4.0, 'med', 'med', 'unacc']
['med', 'med', 3.0, 2.0, 'med', 'high', 'unacc']
['med', 'vhigh', 3.0, 5.0, 'med', 'low', 'unacc']
['low', 'vhigh', 2.0, 4.0, 'med', 'low', 'unacc']
['low', 'high', 4.0, 2.0, 'small', 'med', 'unacc']
['high', 'high', 2.0, 2.0, 'small', 'med', 'unacc']
['low', 'vhigh', 3.0, 2.0, 'med', 'low', 'unacc']
['low', 'vhigh', 2.0, 2.0, 'small', 'high', 'unacc']
['high', 'high', 5.0, 4.0, 'big', 'high', 'unacc']
['med', 'vhigh', 5.0, 2.0, 'small', 'low', 'acc']
['med', 'low', 4.0, 5.0, 'small', 'med', 'unacc']
['high', 'low', 2.0, 2.0, 'big', 'low', 'acc']
['high', 'vhigh', 5.0, 4.0, 'small', 'med', 'unacc']
['low', 'med', 3.0, 2.0, 'med', 'high', 'unacc']
['high', 'high', 4.0, 5.0, 'med', 'low', 'unacc']
['low', 'high', 4.0, 5.0, 'big', 'high', 'unacc']
['high', 'low', 3.0, 4.0, 'big', 'med', 'vgood']
['vhigh', 'high', 2.0, 2.0, 'big', 'high', 'acc']
['high', 'low', 5.0, 5.0, 'small', 'med', 'unacc']
['med', 'med', 3.0, 2.0, 'med', 'low', 'unacc']
['low', 'vhigh', 4.0, 4.0, 'big', 'low', 'unacc']
['high', 'med', 3.0, 2.0, 'small', 'low', 'unacc']
['high', 'low', 2.0, 5.0, 'big', 'low', 'unacc']
['low', 'vhigh', 3.0, 4.0, 'med', 'high', 'unacc']
['high', 'vhigh', 3.0, 2.0, 'small', 'low', 'acc']
['low', 'med', 2.0, 4.0, 'med', 'med', 'unacc']
['low', 'vhigh', 4.0, 5.0, 'big', 'med', 'acc']
['high', 'low', 2.0, 4.0, 'big', 'med', 'acc']
['med', 'vhigh', 3.0, 4.0, 'med', 'low', 'acc']
['med', 'high', 4.0, 5.0, 'big', 'med', 'unacc']
['vhigh', 'low', 5.0, 2.0, 'big', 'high', 'acc']
['high', 'high', 3.0, 5.0, 'small', 'high', 'unacc']
['med', 'low', 4.0, 5.0, 'small', 'high', 'acc']
['high', 'high', 5.0, 4.0, 'big', 'low', 'vgood']
['med', 'high', 5.0, 2.0, 'med', 'med', 'unacc']
['high', 'high', 2.0, 5.0, 'small', 'med', 'unacc']
['high', 'vhigh', 4.0, 4.0, 'med', 'med', 'unacc']
['med', 'low', 3.0, 5.0, 'small', 'low', 'unacc']
['low', 'high', 5.0, 5.0, 'small', 'med', 'unacc']
['high', 'med', 2.0, 4.0, 'med', 'med', 'unacc']
['med', 'low', 4.0, 4.0, 'big', 'low', 'unacc']
['vhigh', 'high', 2.0, 5.0, 'small', 'high', 'unacc']
['high', 'med', 2.0, 4.0, 'big', 'low', 'unacc']
['med', 'low', 4.0, 5.0, 'med', 'low', 'unacc']
['med', 'low', 5.0, 2.0, 'big', 'low', 'unacc']
['high', 'low', 4.0, 2.0, 'big', 'low', 'unacc']
['med', 'high', 4.0, 4.0, 'big', 'low', 'unacc']
['low', 'vhigh', 4.0, 5.0, 'med', 'low', 'acc']
['high', 'low', 3.0, 5.0, 'small', 'high', 'unacc']
['med', 'high', 5.0, 5.0, 'med', 'high', 'acc']
['med', 'med', 2.0, 4.0, 'big', 'high', 'acc']
['high', 'low', 5.0, 5.0, 'big', 'low', 'vgood']
['med', 'high', 3.0, 2.0, 'small', 'low', 'unacc']
['high', 'low', 2.0, 4.0, 'med', 'low', 'unacc']
['high', 'high', 4.0, 4.0, 'small', 'low', 'unacc']
['low', 'high', 2.0, 2.0, 'med', 'high', 'unacc']
['med', 'vhigh', 2.0, 4.0, 'small', 'high', 'acc']
['vhigh', 'low', 5.0, 4.0, 'med', 'high', 'acc']
['high', 'med', 2.0, 5.0, 'big', 'low', 'acc']
['low', 'high', 4.0, 4.0, 'small', 'med', 'unacc']
['med', 'low', 4.0, 4.0, 'small', 'med', 'acc']
['vhigh', 'vhigh', 3.0, 4.0, 'small', 'high', 'unacc']
['med', 'med', 4.0, 5.0, 'med', 'med', 'unacc']
['high', 'vhigh', 4.0, 2.0, 'big', 'med', 'acc']
['high', 'high', 5.0, 2.0, 'big', 'low', 'unacc']
['vhigh', 'high', 4.0, 2.0, 'small', 'high', 'unacc']
['high', 'vhigh', 5.0, 5.0, 'small', 'med', 'unacc']
['high', 'high', 2.0, 4.0, 'med', 'high', 'unacc']
['low', 'high', 5.0, 4.0, 'small', 'med', 'acc']
['med', 'med', 5.0, 4.0, 'big', 'low', 'acc']
['med', 'med', 5.0, 5.0, 'med', 'med', 'unacc']
['vhigh', 'low', 3.0, 4.0, 'med', 'high', 'acc']
['low', 'vhigh', 3.0, 2.0, 'big', 'med', 'acc']
['vhigh', 'vhigh', 5.0, 5.0, 'small', 'low', 'unacc']
['low', 'vhigh', 2.0, 4.0, 'small', 'low', 'unacc']
['high', 'low', 2.0, 2.0, 'med', 'high', 'unacc']
['vhigh', 'high', 4.0, 4.0, 'small', 'low', 'unacc']
['vhigh', 'high', 4.0, 2.0, 'big', 'high', 'unacc']
['low', 'vhigh', 2.0, 2.0, 'big', 'high', 'unacc']
['low', 'med', 2.0, 5.0, 'med', 'low', 'unacc']
['med', 'med', 5.0, 5.0, 'small', 'high', 'unacc']
['high', 'vhigh', 4.0, 2.0, 'small', 'high', 'acc']
['high', 'low', 3.0, 5.0, 'small', 'med', 'unacc']
['high', 'vhigh', 3.0, 4.0, 'med', 'med', 'unacc']
['med', 'high', 2.0, 5.0, 'med', 'high', 'unacc']
['high', 'med', 3.0, 4.0, 'small', 'med', 'acc']
['med', 'vhigh', 3.0, 2.0, 'med', 'low', 'unacc']
['high', 'high', 2.0, 5.0, 'small', 'low', 'unacc']
['high', 'low', 5.0, 2.0, 'small', 'high', 'unacc']
['low', 'low', 5.0, 4.0, 'med', 'low', 'unacc']
['vhigh', 'vhigh', 3.0, 5.0, 'med', 'high', 'unacc']
['high', 'med', 2.0, 4.0, 'med', 'low', 'unacc']
['vhigh', 'high', 2.0, 2.0, 'big', 'med', 'unacc']
['med', 'high', 3.0, 5.0, 'small', 'low', 'unacc']
['med', 'vhigh', 3.0, 2.0, 'med', 'high', 'unacc']
['high', 'vhigh', 5.0, 2.0, 'big', 'high', 'unacc']
['vhigh', 'vhigh', 2.0, 5.0, 'big', 'med', 'unacc']
['vhigh', 'vhigh', 5.0, 4.0, 'med', 'low', 'unacc']
['high', 'low', 3.0, 2.0, 'small', 'high', 'unacc']
['high', 'vhigh', 3.0, 2.0, 'big', 'low', 'unacc']
['low', 'vhigh', 4.0, 5.0, 'med', 'high', 'unacc']
['med', 'high', 4.0, 2.0, 'med', 'high', 'acc']
['high', 'med', 2.0, 2.0, 'small', 'high', 'unacc']
['high', 'low', 4.0, 5.0, 'med', 'low', 'unacc']
['vhigh', 'low', 4.0, 5.0, 'big', 'med', 'unacc']
['vhigh', 'vhigh', 4.0, 4.0, 'big', 'high', 'acc']
['low', 'high', 3.0, 4.0, 'big', 'high', 'unacc']
['low', 'high', 5.0, 4.0, 'med', 'med', 'vgood']
['med', 'vhigh', 5.0, 2.0, 'small', 'low', 'acc']
['low', 'med', 2.0, 4.0, 'small', 'low', 'unacc']
['high', 'high', 3.0, 5.0, 'med', 'high', 'unacc']
['vhigh', 'low', 3.0, 5.0, 'med', 'low', 'acc']
['vhigh', 'high', 3.0, 5.0, 'small', 'med', 'unacc']
['high', 'vhigh', 4.0, 2.0, 'small', 'high', 'unacc']
['med', 'vhigh', 3.0, 5.0, 'small', 'med', 'unacc']


 REDUCED TRAINING DATA: 
['vhigh', 'vhigh', 2.0, 2.0, 'small', 'med', 'unacc']
['vhigh', 'vhigh', 2.0, 2.0, 'med', 'med', 'unacc']
['vhigh', 'vhigh', 2.0, 5.0, 'small', 'med', 'unacc']
['vhigh', 'vhigh', 3.0, 2.0, 'small', 'med', 'unacc']
['vhigh', 'vhigh', 3.0, 2.0, 'med', 'med', 'unacc']
['vhigh', 'vhigh', 3.0, 4.0, 'med', 'low', 'unacc']
['vhigh', 'vhigh', 3.0, 4.0, 'big', 'low', 'unacc']
['vhigh', 'vhigh', 3.0, 5.0, 'big', 'low', 'unacc']
['vhigh', 'vhigh', 4.0, 2.0, 'med', 'high', 'unacc']
['vhigh', 'vhigh', 4.0, 4.0, 'small', 'med', 'unacc']
['vhigh', 'vhigh', 4.0, 5.0, 'med', 'low', 'unacc']
['vhigh', 'vhigh', 4.0, 5.0, 'big', 'low', 'unacc']
['vhigh', 'vhigh', 5.0, 2.0, 'small', 'med', 'unacc']
['vhigh', 'vhigh', 5.0, 2.0, 'med', 'med', 'unacc']
['vhigh', 'vhigh', 5.0, 2.0, 'big', 'med', 'unacc']
['vhigh', 'vhigh', 5.0, 4.0, 'med', 'med', 'unacc']
['vhigh', 'vhigh', 5.0, 4.0, 'big', 'high', 'unacc']
['vhigh', 'vhigh', 5.0, 5.0, 'small', 'med', 'unacc']
['vhigh', 'vhigh', 5.0, 5.0, 'big', 'med', 'unacc']
['vhigh', 'high', 2.0, 2.0, 'small', 'low', 'unacc']
['vhigh', 'high', 2.0, 2.0, 'med', 'low', 'unacc']
['vhigh', 'high', 2.0, 2.0, 'big', 'low', 'unacc']
['vhigh', 'high', 2.0, 4.0, 'med', 'low', 'unacc']
['vhigh', 'high', 2.0, 4.0, 'big', 'low', 'unacc']
['vhigh', 'high', 2.0, 5.0, 'med', 'low', 'unacc']
['vhigh', 'high', 2.0, 5.0, 'big', 'low', 'unacc']
['vhigh', 'high', 3.0, 2.0, 'small', 'low', 'unacc']
['vhigh', 'high', 3.0, 2.0, 'big', 'low', 'unacc']
['vhigh', 'high', 3.0, 4.0, 'small', 'high', 'unacc']
['vhigh', 'high', 3.0, 4.0, 'med', 'high', 'unacc']
['vhigh', 'high', 3.0, 4.0, 'big', 'high', 'unacc']
['vhigh', 'high', 4.0, 2.0, 'small', 'low', 'unacc']
['vhigh', 'high', 4.0, 2.0, 'med', 'high', 'unacc']
['vhigh', 'low', 2.0, 5.0, 'med', 'med', 'unacc']
['vhigh', 'low', 2.0, 5.0, 'big', 'low', 'unacc']
['vhigh', 'low', 3.0, 2.0, 'small', 'med', 'unacc']
['vhigh', 'low', 3.0, 2.0, 'med', 'med', 'unacc']
['vhigh', 'low', 3.0, 2.0, 'big', 'low', 'unacc']
['vhigh', 'low', 3.0, 4.0, 'small', 'high', 'acc']
['vhigh', 'low', 3.0, 4.0, 'big', 'high', 'acc']
['vhigh', 'low', 4.0, 2.0, 'small', 'med', 'unacc']
['vhigh', 'low', 4.0, 2.0, 'med', 'high', 'unacc']
['vhigh', 'low', 4.0, 2.0, 'big', 'low', 'unacc']
['vhigh', 'low', 4.0, 4.0, 'small', 'med', 'unacc']
['vhigh', 'low', 4.0, 4.0, 'med', 'low', 'unacc']
['vhigh', 'low', 4.0, 4.0, 'big', 'med', 'acc']
['vhigh', 'low', 5.0, 2.0, 'med', 'high', 'unacc']
['vhigh', 'low', 5.0, 4.0, 'small', 'med', 'unacc']
['vhigh', 'low', 5.0, 4.0, 'med', 'low', 'unacc']
['vhigh', 'low', 5.0, 4.0, 'big', 'high', 'acc']
['vhigh', 'low', 5.0, 5.0, 'small', 'low', 'unacc']
['vhigh', 'low', 5.0, 5.0, 'big', 'low', 'unacc']
['high', 'vhigh', 2.0, 2.0, 'small', 'low', 'unacc']
['high', 'vhigh', 2.0, 2.0, 'med', 'low', 'unacc']
['high', 'vhigh', 2.0, 4.0, 'small', 'med', 'unacc']
